transaction_id,product_id,quantity,unit_price,line_total
POS000031,220,5,137.92,689.6
POS000031,494,1,124.9,124.9
POS000032,387,3,86.06,258.18
POS000032,235,5,33.42,167.1
POS000033,481,3,129.19,387.57
POS000033,264,3,34.68,104.04
POS000033,34,4,41.23,164.92
POS000033,342,5,107.72,538.6
POS000034,173,3,99.36,298.08
POS000034,57,1,80.34,80.34
POS000034,182,3,45.46,136.38
POS000035,442,3,79.75,239.25
POS000035,177,4,112.16,448.64
POS000035,14,4,29.44,117.76
POS000036,18,4,139.55,558.20
POS000036,238,4,98.6,394.4
POS000036,236,5,145.38,726.9
POS000036,77,3.0,123.19,369.57
POS000037,120,5,99.73,498.65
POS000037,87,3.0,140.14,420.42
POS000038,222,1,40.63,40.63
POS000038,452,2,33.66,67.32
POS000039,222,1,108.89,108.89
POS000039,220,3,17.57,52.71
POS000039,140,3,48.26,144.78
POS000039,213,1,147.76,147.76
POS000040,99,4,61.99,247.96
POS000040,256,5,55.31,276.55
POS000040,241,3,141.7,425.1
POS000041,158,4,68.55,274.2
POS000041,182,3,32.7,98.1
POS000041,352,3,28.89,86.67
POS000042,84,4,82.6,330.4
POS000042,196,1,92.44,92.44
POS000042,186,4,99.55,398.2
POS000043,43,2,95.15,190.3
POS000043,305,3,143.81,431.43
POS000043,80,3,119.02,357.06
POS000043,166,5,89.75,448.75
POS000044,256,5,98.92,494.6
POS000044,214,2,134.45,268.9
POS000044,435,4,140.8,563.2
POS000045,430,3,114.89,344.67
POS000045,265,5,66.48,332.4
POS000046,30,1,127.39,127.39
POS000046,295,4,58.11,232.44
POS000046,146,3,52.79,158.37
POS000046,261,3,63.93,191.79
POS000047,228,3,86.91,260.73
POS000047,497,4,48.96,195.84
POS000048,377,3,37.39,112.17
POS000048,369,4,125.6,502.4
POS000048,477,5,70.88,354.4
POS000049,313,5,15.04,75.2
POS000049,427,2,66.37,132.74
POS000049,371,1,39.94,39.94
POS000049,111,4,89.9,359.6
POS000050,122,3,61.13,183.39
POS000050,398,2,39.67,79.34
POS000050,419,4,149.72,598.88
POS000051,48,5,94.59,472.95
POS000051,110,4,100.01,400.04
POS000051,115,3,48.28,144.84
POS000052,209,5,68.3,341.50
POS000052,254,3,100.17,300.51
POS000052,305,5,86.43,432.15
POS000052,265,2,147.28,294.56
POS000053,355,5,44.59,222.95
POS000053,427,4,94.59,378.36
POS000053,267,1,29.88,29.88
POS000053,391,3,80.73,242.19
POS000054,296,2,94.73,189.46
POS000054,444,4,74.66,298.64
POS000054,479,3,53.24,159.72
POS000054,378,1,134.91,134.91
POS000055,310,4,95.8,383.2
POS000055,291,3,83.33,249.99
POS000055,115,1,100.5,100.5
POS000055,245,5,19.11,95.55
POS000056,146,5,90.86,454.3
POS000056,486,4,109.17,436.68
POS000056,242,2,127.51,255.02
POS000057,174,1.0,108.11,108.11
POS000057,302,2,72.24,144.48
POS000058,378,3,87.2,261.6
POS000058,187,1,30.17,30.17
POS000058,13,5,125.42,627.1
POS000059,262,1,42.04,42.04
POS000059,177,3,95.22,285.66
POS000059,21,4,25.67,102.68
POS000059,436,1,77.73,77.73
POS000060,34,4,28.59,114.36
POS000060,228,4.0,75.56,302.24
POS000060,466,4,48.94,195.76
POS000060,499,3,35.04,105.12
POS000061,137,1,119.99,119.99
POS000061,495,1,111.58,111.58
POS000061,36,3,87.26,261.78
POS000061,215,4,94.86,379.44
POS000062,486,3,135.42,406.26
POS000062,212,1,73.2,73.2
POS000062,248,5,116.26,581.3
POS000062,106,4,32.05,128.2
POS000063,42,2,61.04,122.08
POS000063,41,4,131.97,527.88
POS000063,135,3,106.95,320.85
POS000064,39,2,65.84,131.68
POS000064,379,1,40.7,40.7
POS000065,351,1,40.9,40.9
POS000065,236,2,21.83,43.66
POS000066,24,4,33.61,134.44
POS000066,115,1,22.86,22.86
POS000066,153,1,33.04,33.04
POS000067,67,5,58.5,292.5
POS000067,488,4,68.62,274.48
POS000067,35,4,28.5,114.0
POS000068,187,1,23.44,23.44
POS000068,349,3,123.25,369.75
POS000068,383,3,101.17,303.51
POS000069,165,1,64.02,64.02
POS000069,69,2,22.47,44.94
POS000069,305,1,20.78,20.78
POS000070,117,5,125.87,629.35
POS000070,165,3,51.15,153.45
POS000070,299,2,84.92,169.84
POS000071,469,5,118.2,591.0
POS000071,439,4,128.19,512.76
POS000072,251,4,32.28,129.12
POS000072,334,4,78.78,315.12
POS000072,199,1,17.03,17.03
POS000072,45,2,21.72,43.44
POS000073,488,4,21.24,84.96
POS000073,342,3,102.11,306.33
POS000074,385,4,15.22,60.88
POS000074,152,5,122.01,610.05
POS000074,332,4,146.89,587.56
POS000075,225,2,17.64,35.28
POS000075,418,1,62.43,62.43
POS000075,468,4,43.07,172.28
POS000076,161,1,44.52,44.52
POS000076,222,5,54.4,272.0
POS000077,291,4,106.44,425.76
POS000077,476,1,126.29,126.29
POS000077,321,4,124.13,496.52
POS000077,92,2,139.26,278.52
POS000078,326,4,27.62,110.48
POS000078,384,2,135.45,270.9
POS000078,134,2,93.95,187.9
POS000079,44,5,15.62,78.1
POS000079,206,3,97.02,291.06
POS000079,36,3,109.39,328.17
POS000079,373,5,119.7,598.5
POS000080,142,4,41.64,166.56
POS000080,120,5,45.9,229.5
POS000080,101,5,55.75,278.75
POS000081,292,3,142.23,426.69
POS000081,88,4,36.58,146.32
POS000081,387,5,127.07,635.35
POS000082,210,3.0,114.48,343.44
POS000082,351,5,25.02,125.1
POS000083,388,3,76.52,229.56
POS000083,444,2,135.21,270.42
POS000083,41,2,147.66,295.32
POS000084,149,3,61.88,185.64
POS000084,178,1,39.8,39.8
POS000085,497,1,124.28,124.28
POS000085,207,3,30.02,90.06
POS000086,182,2,90.09,180.18
POS000086,243,4,18.49,73.96
POS000086,229,1,73.12,73.12
POS000086,165,3,45.26,135.78
POS000087,192,3,88.92,266.76
POS000087,275,3,115.76,347.28
POS000088,265,4,96.75,387.0
POS000088,91,1,130.22,130.22
POS000088,105,3,47.89,143.67
POS000089,384,1,94.0,94.0
POS000089,93,2,25.04,50.08
POS000089,231,1,135.75,135.75
POS000090,377,4,113.39,453.56
POS000090,210,3,115.0,345.0
POS000091,142,1,15.66,15.66
POS000091,72,4,16.84,67.36
POS000091,313,4,61.59,246.36
POS000092,27,5,80.76,403.8
POS000092,391,3,124.16,372.48
POS000092,41,5,34.14,170.7
POS000093,23,1,92.62,92.62
POS000093,270,5,22.47,112.35
POS000094,246,3,127.02,381.06
POS000094,186,1,108.54,108.54
POS000095,7,4,26.13,104.52
POS000095,146,1,52.51,52.51
POS000095,170,1,101.82,101.82
POS000096,135,2,113.17,226.34
POS000096,309,5,47.69,238.45
POS000096,313,5,124.63,623.15
POS000097,358,3,23.98,71.94
POS000097,222,1,128.32,128.32
POS000098,385,2,16.11,32.22
POS000098,25,3,87.11,261.33
POS000098,403,2,75.88,151.76
POS000099,475,4,100.84,403.36
POS000099,446,3,15.95,47.85
POS000099,315,2,15.21,30.42
POS003493,304,3,102.4,307.2
POS003493,122,2,96.0,192.0
POS000101,94,3,55.88,167.64
POS000101,69,4,69.64,278.56
POS000101,444,2,121.34,242.68
POS000102,200,2,42.15,84.3
POS000102,259,5.0,142.57,712.85
POS000102,287,5,105.89,529.45
POS000103,406,2,26.4,52.8
POS000103,247,3,29.58,88.74
POS000104,331,3,87.62,262.86
POS000104,133,1,53.1,53.1
POS000105,251,3,127.49,382.47
POS000105,454,3,124.55,373.65
POS000106,217,3,149.22,447.66
POS000106,338,1,115.97,115.97
POS000106,337,1,128.74,128.74
POS000106,313,5,50.97,254.85
POS000107,494,3,130.69,392.07
POS000107,114,3,77.69,233.07
POS000107,159,5,65.92,329.6
POS000108,299,1,91.19,91.19
POS000108,406,5,127.63,638.15
POS000108,277,1,63.91,63.91
POS000108,359,1,81.46,81.46
POS000109,305,2,80.06,160.12
POS000109,82,1,117.26,117.26
POS000110,308,3,50.09,150.27
POS000110,165,5,145.61,728.05
POS000110,362,2,148.73,297.46
POS000111,387,1,27.34,27.34
POS000111,95,,79.95,
POS000111,150,5,63.96,319.8
POS000111,365,1,138.11,138.11
POS000112,320,4,103.92,415.68
POS000112,414,4,70.92,283.68
POS000112,19,5,90.53,452.65
POS000113,33,5,84.58,422.9
POS000113,426,1,102.26,102.26
POS000114,377,3,25.59,76.77
POS000114,85,2,117.86,235.72
POS000114,335,2,101.77,203.54
POS000115,312,5,129.99,649.95
POS000115,192,1,47.87,47.87
POS000116,383,2,57.36,114.72
POS000116,346,2,49.31,98.62
POS000116,117,5,85.75,428.75
POS000117,357,3,16.63,49.89
POS000117,36,5,47.0,235.0
POS000117,15,2,32.03,64.06
POS000117,430,4,34.16,136.64
POS000118,194,5,137.0,685.0
POS000118,6,1,116.65,116.65
POS000118,448,3,132.14,396.42
POS000118,147,3,57.81,173.43
POS000119,292,5,78.73,393.65
POS000119,200,2,64.33,128.66
POS000120,170,1,48.25,48.25
POS000120,461,5,87.71,438.55
POS000120,482,1.0,15.62,15.62
POS000120,478,4,22.65,90.6
POS000121,477,2,119.98,239.96
POS000121,204,1,101.73,101.73
POS000121,24,1,17.1,17.1
POS000122,232,5,126.72,633.6
POS000122,264,4,69.68,278.72
POS000123,279,3,62.18,186.54
POS000123,17,1,17.87,17.87
POS000123,321,2,34.9,69.8
POS000124,474,1,31.18,31.18
POS000124,381,1,129.33,129.33
POS000124,223,4,143.49,573.96
POS000124,453,2,41.99,83.98
POS000125,415,2,42.39,84.78
POS000125,19,3,32.17,96.51
POS000125,185,4,68.17,272.68
POS000126,426,3,39.9,119.7
POS000126,227,5,127.86,639.3
POS000126,404,4,111.94,447.76
POS000127,296,3,137.47,412.41
POS000127,425,1,23.2,23.2
POS000127,176,2,60.64,121.28
POS000128,324,2,79.98,159.96
POS000128,145,4,106.43,425.72
POS000128,169,1,147.17,147.17
POS000129,128,5,134.22,671.1
POS000129,102,3,16.72,50.16
POS000130,422,4,132.2,528.8
POS000130,212,3,44.14,132.42
POS000130,404,3,149.75,449.25
POS000131,180,5,94.66,473.3
POS000131,499,2,121.16,242.32
POS000132,487,2,91.9,183.8
POS000132,498,2,40.86,81.72
POS000132,480,5,139.23,696.15
POS000133,87,1,29.11,29.11
POS000133,173,3,21.87,65.61
POS000133,196,2,66.09,132.18
POS000133,309,1,33.86,33.86
POS000134,13,2,60.96,121.92
POS000134,409,3,48.34,145.02
POS000134,14,5,73.53,367.65
POS000135,239,3.0,45.36,136.08
POS000135,294,4,96.26,385.04
POS000135,58,1,105.59,105.59
POS000136,89,3.0,74.9,224.7
POS000136,4,3,79.92,239.76
POS000136,241,3,26.6,79.8
POS000137,440,5,71.04,355.2
POS000137,150,5,41.22,206.1
POS000137,328,4,135.58,542.32
POS000137,473,2,26.12,52.24
POS000138,155,4,143.39,573.56
POS000138,11,5,75.17,375.85
POS000138,244,1,58.18,58.18
POS000138,2,3,129.4,388.2
POS000139,457,2,140.88,281.76
POS000139,236,1,105.82,105.82
POS000140,362,5,102.98,514.9
POS000140,472,3.0,52.53,157.59
POS000140,440,4,104.86,419.44
POS000140,465,5,99.67,498.35
POS000141,22,5,34.43,172.15
POS000141,318,2,24.16,48.32
POS000141,424,1,149.38,149.38
POS000142,10,1,77.65,77.65
POS000142,245,2,27.08,54.16
POS000142,128,2,144.29,288.58
POS000143,252,4,89.07,356.28
POS000143,22,1,94.57,94.57
POS000143,319,2,74.07,148.14
POS000144,62,5,15.52,77.6
POS000144,91,1,18.08,18.08
POS000144,260,5,30.89,154.45
POS000145,149,3,67.08,201.24
POS000145,396,4,61.39,245.56
POS000146,95,2,71.91,143.82
POS000146,497,1,106.02,106.02
POS000146,216,3,81.9,245.7
POS000147,2,2,19.02,38.04
POS000147,477,4,128.21,512.84
POS000148,139,5,88.7,443.5
POS000148,381,3,110.62,331.86
POS000148,395,5,44.46,222.3
POS000148,274,1,71.7,71.7
POS000149,138,5,137.08,685.4
POS000149,491,1,39.19,39.19
POS000150,141,5,24.81,124.05
POS000150,89,3,41.79,125.37
POS000150,420,1,37.79,37.79
POS000151,185,2,56.01,112.02
POS000151,459,1,86.63,86.63
POS000152,430,2,70.54,141.08
POS000152,234,1,34.84,34.84
POS000152,389,2,107.13,214.26
POS000152,213,3,16.07,48.21
POS000153,347,3,106.6,319.8
POS000153,20,5,116.16,580.8
POS000153,269,5,52.31,261.55
POS000154,458,3,56.55,169.65
POS000154,276,3,136.63,409.89
POS000155,295,3,115.26,345.78
POS000155,392,2,67.16,134.32
POS000156,239,2,84.66,169.32
POS000156,160,2,133.77,267.54
POS000157,135,4,27.61,110.44
POS000157,360,1,58.39,58.39
POS000157,412,1,33.14,33.14
POS000158,50,1,38.92,38.92
POS000158,155,2,119.28,238.56
POS000159,279,2,106.34,212.68
POS000159,245,5,147.31,736.55
POS000160,263,2,45.89,91.78
POS000160,288,2,133.77,267.54
POS000161,174,3,78.72,236.16
POS000161,307,1,106.35,106.35
POS000161,499,3,47.19,141.57
POS000162,307,2,35.01,70.02
POS000162,413,1,144.85,144.85
POS000162,237,4,121.44,485.76
POS000163,174,4,117.55,470.2
POS000163,62,3,18.46,55.38
POS000164,415,2,71.79,143.58
POS000164,352,2,45.32,90.64
POS000164,135,4,58.01,232.04
POS000164,86,1,84.29,84.29
POS000165,51,4.0,55.55,222.2
POS000165,62,1,32.63,32.63
POS000166,146,5,113.38,566.9
POS000166,156,3,77.57,232.71
POS000166,283,5,85.95,429.75
POS000167,429,1,16.68,16.68
POS000167,486,4,145.25,581.0
POS000168,415,1,82.79,82.79
POS000168,437,5,142.99,714.95
POS000168,240,2,135.59,271.18
POS000169,493,4,16.18,64.72
POS000169,246,5,58.08,290.4
POS000169,422,4,123.34,493.36
POS000170,117,1,104.22,104.22
POS000170,434,4,148.79,595.16
POS000170,27,2,60.53,121.06
POS000171,70,2,15.97,31.94
POS000171,78,5,118.75,593.75
POS000172,276,1,149.81,149.81
POS000172,101,5,65.72,328.6
POS000172,179,5,123.28,616.4
POS000173,104,2,109.35,218.7
POS000173,79,5,138.31,691.55
POS000173,463,5,146.95,734.75
POS000174,105,2,121.94,243.88
POS000174,407,5,61.31,306.55
POS000174,444,4,146.08,584.32
POS000175,327,5,121.25,606.25
POS000175,62,2,109.33,218.66
POS000176,26,4,89.36,357.44
POS000176,177,2,139.88,279.76
POS000176,241,5,39.76,198.8
POS000176,442,5,33.8,169.0
POS000177,118,1,144.22,144.22
POS000177,297,3,35.8,107.4
POS000178,333,4,16.56,66.24
POS000178,391,5,130.32,651.6
POS000179,243,5,82.55,412.75
POS000179,255,1,83.77,83.77
POS000180,423,4,16.96,67.84
POS000180,173,5,76.91,384.55
POS000180,182,2,74.99,149.98
POS000181,341,5,147.61,738.05
POS000181,323,1,126.61,126.61
POS000181,205,5,66.93,334.65
POS000182,289,5,137.37,686.85
POS000182,229,3,92.54,277.62
POS000182,493,4,34.88,139.52
POS000183,405,1,124.69,124.69
POS000183,2,5,137.36,686.8
POS000183,287,1,20.53,20.53
POS000184,488,5,112.38,561.9
POS000184,154,3,63.77,191.31
POS000184,495,4,69.73,278.92
POS000184,109,3,90.11,270.33
POS000185,492,5,110.04,550.2
POS000185,232,2,79.63,159.26
POS000185,373,1,69.0,69.0
POS000186,478,3,115.86,347.58
POS000186,371,1,26.91,26.91
POS000186,456,4,60.32,241.28
POS000187,199,5,56.58,282.9
POS000187,2,4,140.09,560.36
POS000187,227,2,141.12,282.24
POS000188,349,4,116.42,465.68
POS000188,385,4,39.6,158.4
POS000188,237,1,30.05,30.05
POS000189,200,3,22.46,67.38
POS000189,403,3,22.2,66.6
POS000189,471,5,109.52,547.6
POS000190,345,5,25.76,128.8
POS000190,197,2,34.75,69.5
POS000190,447,3,33.64,100.92
POS000191,181,2,137.83,275.66
POS000191,352,3,36.21,108.63
POS000192,156,2.0,121.42,242.84
POS000192,261,2.0,119.12,238.24
POS000192,239,1.0,75.5,75.5
POS000192,202,2,46.96,93.92
POS000193,397,3,86.18,258.54
POS000193,37,2,90.68,181.36
POS000194,62,5,66.12,330.6
POS000194,280,1,114.2,114.2
POS000194,370,3,56.04,168.12
POS000195,432,2,40.75,81.5
POS000195,133,5,127.28,636.4
POS000195,405,2,139.2,278.4
POS000196,201,2,110.77,221.54
POS000196,232,3,74.2,222.6
POS000196,268,1,77.25,77.25
POS000197,256,3,121.23,363.69
POS000197,460,2,72.85,145.7
POS000198,195,1,98.62,98.62
POS000198,312,3,49.32,147.96
POS000198,462,5,102.03,510.15
POS000199,178,1,127.39,127.39
POS000199,124,2,79.4,158.8
POS000199,360,3,78.02,234.06
POS000200,22,5,36.33,181.65
POS000200,367,4,141.15,564.6
POS000201,349,1,49.79,49.79
POS000201,135,5,76.33,381.65
POS000201,464,4,36.35,145.4
POS000201,246,3,89.29,267.87
POS000202,140,3,149.45,448.35
POS000202,440,2,72.15,144.3
POS000202,19,2,114.1,228.2
POS000202,356,2,78.24,156.48
POS000203,5,5,47.62,238.1
POS000203,37,5,145.72,728.6
POS000203,145,2,118.47,236.94
POS000204,1,4,143.98,575.92
POS000204,76,1,122.76,122.76
POS000204,410,3,53.4,160.2
POS000205,188,4,109.25,437.0
POS000205,66,4,96.9,387.6
POS000206,6,3,99.71,299.13
POS000206,453,2,61.8,123.6
POS000206,76,4,70.17,280.68
POS000207,315,4,141.14,564.56
POS000207,481,5,28.45,142.25
POS000208,193,1,125.94,125.94
POS000208,232,2,67.99,135.98
POS000208,475,4,32.88,131.52
POS000209,174,5,126.65,633.25
POS000209,354,1,60.49,60.49
POS000209,16,5,117.21,586.05
POS000209,244,2,116.03,232.06
POS000210,93,,52.08,
POS000210,468,4,95.19,380.76
POS000210,191,4,146.5,586.0
POS000210,184,4.0,119.01,476.04
POS000211,341,4,74.15,296.6
POS000211,451,5,25.01,125.05
POS000211,473,3,124.35,373.05
POS000212,132,3,125.46,376.38
POS000212,72,3.0,131.64,394.92
POS000212,309,5,17.9,89.5
POS000213,405,1,54.8,54.8
POS000213,409,1,139.36,139.36
POS000213,439,2,88.82,177.64
POS000214,69,4,117.15,468.6
POS000214,309,2,29.69,59.38
POS000214,239,2,62.97,125.94
POS000214,203,2,77.53,155.06
POS000215,131,3,37.11,111.33
POS000215,82,5,83.92,419.6
POS000216,394,1,108.87,108.87
POS000216,427,1,82.44,82.44
POS000216,265,3,39.65,118.95
POS000216,158,2,64.19,128.38
POS000217,270,2,46.85,93.7
POS000217,173,3,104.62,313.86
POS000218,362,2,94.45,188.9
POS000218,55,3,93.72,281.16
POS000218,400,5,118.61,593.05
POS000218,234,5,75.72,378.6
POS000219,109,2,49.27,98.54
POS000219,284,2,73.64,147.28
POS000220,33,1,47.05,47.05
POS000220,99,4,136.66,546.64
POS000220,226,4,36.41,145.64
POS000221,323,3,104.0,312.0
POS000221,366,2,21.48,42.96
POS000221,22,1,89.5,89.5
POS000222,89,1,35.71,35.71
POS000222,177,1,114.09,114.09
POS000222,156,4,92.71,370.84
POS000222,312,1,58.1,58.1
POS000223,126,5,38.62,193.1
POS000223,244,1,117.12,117.12
POS000223,447,2,111.67,223.34
POS000224,51,4,94.39,377.56
POS000224,178,4,73.75,295.0
POS000224,24,5,93.52,467.6
POS000224,151,3,76.21,228.63
POS000225,61,2,63.19,126.38
POS000225,218,2,107.98,215.96
POS000225,256,4,101.17,404.68
POS000225,444,1,112.04,112.04
POS000226,405,5,68.27,341.35
POS000226,431,2,69.95,139.9
POS000226,451,4,119.12,476.48
POS000227,104,4,133.65,534.6
POS000227,67,,148.34,
POS000227,7,3,31.66,94.98
POS000227,38,5,20.63,103.15
POS000228,243,,27.57,
POS000228,50,5,40.28,201.4
POS000229,119,5,18.33,91.65
POS000229,228,2,125.79,251.58
POS000229,288,,118.93,
POS000230,230,3,39.35,118.05
POS000230,319,2,41.58,83.16
POS000230,94,5,51.46,257.3
POS000231,418,5,25.72,128.6
POS000231,129,5,137.23,686.15
POS000231,351,,138.75,
POS000232,400,2,149.31,298.62
POS000232,306,1,85.13,85.13
POS000232,140,3,16.26,48.78
POS000232,238,5,39.69,198.45
POS000233,256,5,45.96,229.8
POS000233,249,4,148.23,592.92
POS000233,296,2,132.94,265.88
POS000233,378,3,147.5,442.5
POS000234,85,5,147.11,735.55
POS000234,370,2,81.56,163.12
POS000235,70,3,49.79,149.37
POS000235,252,1,67.7,67.7
POS000236,114,3,132.84,398.52
POS000236,342,5,44.77,223.85
POS000236,414,2,112.4,224.8
POS000237,273,3,129.78,389.34
POS000237,59,1,85.95,85.95
POS000237,207,1,25.79,25.79
POS000237,166,3,102.56,307.68
POS000238,197,4,74.69,298.76
POS000238,80,3,85.09,255.27
POS000238,95,5,65.3,326.5
POS000238,264,1,117.41,117.41
POS000239,455,3,28.05,84.15
POS000239,63,4,96.2,384.8
POS000239,228,2,81.6,163.2
POS000239,482,5,116.08,580.4
POS000240,490,3,60.56,181.68
POS000240,416,5,73.3,366.5
POS000240,361,3,91.38,274.14
POS000241,55,1,44.55,44.55
POS000241,397,4,59.77,239.08
POS000242,66,2,92.49,184.98
POS000242,418,5,46.41,232.05
POS000243,187,5,48.3,241.5
POS000243,384,5,30.93,154.65
POS000243,410,1,129.29,129.29
POS000244,82,1,20.55,20.55
POS000244,425,3,94.42,283.26
POS000244,6,5,17.91,89.55
POS000244,482,4,125.92,503.68
POS000245,183,4,82.92,331.68
POS000245,60,1,40.08,40.08
POS000245,291,3,54.55,163.65
POS000246,251,5,65.07,325.35
POS000246,405,2,54.59,109.18
POS000246,266,5,34.2,171.0
POS000246,2,5,97.18,485.9
POS000247,300,5,51.65,258.25
POS000247,208,3,81.04,243.12
POS000247,58,2,121.86,243.72
POS000248,216,3,36.89,110.67
POS000248,20,3,64.1,192.3
POS000248,49,3,50.57,151.71
POS000248,333,5,108.8,544.0
POS000249,296,4,107.63,430.52
POS000249,132,1.0,60.89,60.89
POS000249,367,1,61.33,61.33
POS000250,462,2,136.78,273.56
POS000250,474,1,126.03,126.03
POS000250,390,2,75.17,150.34
POS000251,293,3,36.08,108.24
POS000251,41,4,37.43,149.72
POS000251,242,3.0,44.12,132.36
POS000251,499,2,37.39,74.78
POS000252,161,3,143.44,430.32
POS000252,282,4,93.07,372.28
POS000252,147,3,64.88,194.64
POS000253,184,1,16.06,16.06
POS000253,90,3,45.3,135.9
POS000254,215,5.0,37.94,189.7
POS000254,63,4,140.95,563.8
POS000254,316,5,81.72,408.6
POS000255,179,4,134.26,537.04
POS000255,85,3,120.97,362.91
POS000256,365,4,122.47,489.88
POS000256,467,2,98.09,196.18
POS000256,238,3,130.83,392.49
POS000257,253,1,145.26,145.26
POS000257,443,1,71.9,71.9
POS000258,90,1,75.1,75.1
POS000258,355,1,115.12,115.12
POS000259,311,3,133.66,400.98
POS000259,340,4,142.95,571.8
POS000259,305,3,48.61,145.83
POS000259,130,2,128.76,257.52
POS000260,65,4,100.48,401.92
POS000260,390,2,133.04,266.08
POS000260,85,2,139.86,279.72
POS000261,458,3,111.81,335.43
POS000261,92,5,81.06,405.3
POS000262,247,4,62.35,249.4
POS000262,461,3,66.51,199.53
POS000262,262,3,77.57,232.71
POS000262,480,5,89.94,449.7
POS000263,493,5,146.84,734.2
POS000263,167,1,115.15,115.15
POS000263,433,1,116.01,116.01
POS000263,41,3,133.04,399.12
POS000264,409,4,87.18,348.72
POS000264,65,5,143.96,719.8
POS000264,219,3,69.2,207.6
POS000264,192,5,98.92,494.6
POS000265,66,2,77.61,155.22
POS000265,120,5.0,21.79,108.95
POS000265,374,5,85.92,429.6
POS000266,410,2,58.74,117.48
POS000266,181,1,137.72,137.72
POS000266,20,5,15.43,77.15
POS000267,333,4,98.88,395.52
POS000267,387,5,67.22,336.1
POS000267,54,1,64.75,64.75
POS000268,40,2,60.77,121.54
POS000268,127,4,104.63,418.52
POS000268,236,4,129.07,516.28
POS000268,354,4,125.5,502.0
POS000269,295,2,117.22,234.44
POS000269,132,3,149.94,449.82
POS000269,276,4,33.74,134.96
POS000270,118,5,34.62,173.1
POS000270,389,4,55.98,223.92
POS000270,152,2,30.65,61.3
POS000271,215,1,22.33,22.33
POS000271,179,2,46.91,93.82
POS000271,57,5,122.6,613.0
POS000271,32,2,73.46,146.92
POS000272,104,3,24.64,73.92
POS000272,437,2,31.66,63.32
POS000272,453,,122.68,
POS000272,236,4,130.76,523.04
POS000273,128,3,41.93,125.79
POS000273,263,4,46.53,186.12
POS000274,240,,108.43,
POS000274,447,1,122.07,122.07
POS000274,389,1,47.57,47.57
POS000275,127,4,64.18,256.72
POS000275,244,5,127.92,639.6
POS000275,426,5,21.63,108.15
POS000275,208,3,143.18,429.54
POS000276,299,1,94.76,94.76
POS000276,35,4,93.81,375.24
POS000276,421,1,77.27,77.27
POS000277,7,4,129.79,519.16
POS000277,455,2,132.54,265.08
POS000277,449,3,125.16,375.48
POS000278,153,4,54.12,216.48
