order_item_id,order_id,product_id,quantity,unit_price,line_total
157,ECOM000059,287,4,100.02,400.08
158,ECOM000060,73,1,168.92,168.92
159,ECOM000060,90,2,37.21,74.42
160,ECOM000061,106,2,22.23,44.46
161,ECOM000061,261,1,79.68,79.68
162,ECOM000061,427,1,84.76,84.76
163,ECOM000062,25,1,81.19,81.19
164,ECOM000062,252,2,104.84,209.68
165,ECOM000062,195,1,130.58,130.58
166,ECOM000063,323,2,101.98,203.96
167,ECOM000063,110,4,160.33,641.32
168,ECOM000064,109,1,33.33,33.33
169,ECOM000064,156,4,167.35,669.4
170,ECOM000064,108,3,62.58,187.74
171,ECOM000065,322,3,187.43,562.29
172,ECOM000065,143,1,35.4,35.4
173,ECOM000065,406,4,59.61,238.44
174,ECOM000066,331,4,168.45,673.8
175,ECOM000066,97,3,145.76,437.28
176,ECOM000066,87,2,170.21,340.42
177,ECOM000067,104,2,136.07,272.14
178,ECOM000067,217,2,137.68,275.36
179,ECOM000067,268,2,190.73,381.46
180,ECOM000068,43,4,104.64,418.56
181,ECOM000068,159,4,112.84,451.36
182,ECOM000069,295,3,35.9,107.7
183,ECOM000069,214,2,164.39,328.78
184,ECOM000069,488,4,195.38,781.52
185,ECOM000070,317,1,109.76,109.76
186,ECOM000070,216,3,38.33,114.99
187,ECOM000071,333,1,74.73,74.73
188,ECOM000071,461,2,143.83,287.66
189,ECOM000071,356,3,127.16,381.48
190,ECOM000072,370,4,83.36,333.44
191,ECOM000072,487,2,159.52,319.04
192,ECOM000072,102,4,35.16,140.64
193,ECOM000073,407,1,30.37,30.37
194,ECOM000073,468,1,42.62,42.62
195,ECOM000073,471,4,105.14,420.56
196,ECOM000074,50,4,94.31,377.24
197,ECOM000074,488,2,29.75,59.5
198,ECOM000074,457,3,70.12,210.36
199,ECOM000075,359,2,117.96,235.92
200,ECOM000075,181,1,35.07,35.07
201,ECOM000075,372,2,41.82,83.64
202,ECOM000076,22,4,129.77,519.08
203,ECOM000076,182,1,168.82,168.82
204,ECOM000076,30,1,180.98,180.98
205,ECOM000077,114,1,50.05,50.05
206,ECOM000077,406,3,54.22,162.66
207,ECOM000077,113,3,152.0,456.0
208,ECOM000078,460,1,183.0,183.0
209,ECOM000078,478,2,87.78,175.56
210,ECOM000078,297,4,35.43,141.72
211,ECOM000079,58,2,184.29,368.58
212,ECOM000079,143,4,66.08,264.32
213,ECOM000079,60,2,187.11,374.22
214,ECOM000080,123,1,92.65,92.65
215,ECOM000080,500,2,173.49,346.98
216,ECOM000080,408,3,148.46,445.38
217,ECOM000081,413,1,96.88,96.88
218,ECOM000081,57,4,16.04,64.16
219,ECOM000081,294,1,,
220,ECOM000082,493,2,176.67,353.34
221,ECOM000082,480,3,137.87,413.61
222,ECOM000082,273,3,,
223,ECOM000083,433,4,44.53,178.12
224,ECOM000083,378,3,145.64,436.92
225,ECOM000084,451,2,189.87,379.74
226,ECOM000084,128,3,117.32,351.96
227,ECOM000084,394,2,185.54,371.08
228,ECOM000085,131,4,108.34,433.36
229,ECOM000085,327,1,143.57,143.57
230,ECOM000085,446,1,127.89,127.89
231,ECOM000086,112,4,40.41,161.64
232,ECOM000086,464,1,34.73,34.73
233,ECOM000087,395,4,147.8,591.2
234,ECOM000087,457,3,62.1,186.3
235,ECOM000088,125,4,36.87,147.48
236,ECOM000088,294,2,127.25,254.5
237,ECOM000088,7,1,180.61,180.61
238,ECOM000089,287,1,26.06,26.06
239,ECOM000089,364,2,198.81,397.62
240,ECOM000089,405,4,141.84,567.36
241,ECOM000090,150,3,63.99,191.97
242,ECOM000090,426,3,29.11,87.33
243,ECOM000090,500,2,150.12,300.24
244,ECOM000091,206,3,45.28,135.84
245,ECOM000091,316,4,192.4,769.6
246,ECOM000092,462,1,74.13,74.13
247,ECOM000092,321,1,131.29,131.29
248,ECOM000092,242,1,100.94,100.94
249,ECOM000093,248,2,27.39,54.78
250,ECOM000093,250,2,117.62,235.24
251,ECOM000093,102,1,41.34,41.34
252,ECOM000094,492,3,77.4,232.2
253,ECOM000094,292,2,32.6,65.2
254,ECOM000095,385,2,105.0,210.0
255,ECOM000095,93,4,124.68,498.72
256,ECOM000095,459,3,125.86,377.58
257,ECOM000096,179,4,118.58,474.32
258,ECOM000096,404,4,64.44,257.76
259,ECOM000096,93,3,148.46,445.38
260,ECOM000097,489,4,198.45,793.8
261,ECOM000097,336,1,33.86,33.86
262,ECOM000097,448,1,192.64,192.64
263,ECOM000098,214,2,151.36,302.72
264,ECOM000098,199,4,133.86,535.44
265,ECOM000098,25,3,145.39,436.17
266,ECOM000099,374,3,74.65,223.95
267,ECOM000099,145,1,181.36,181.36
268,ECOM000100,387,4,108.5,434.0
269,ECOM000100,344,4,153.0,612.0
270,ECOM000100,312,4,155.44,621.76
271,ECOM000101,85,3,54.19,162.57
272,ECOM000101,179,1,32.86,32.86
273,ECOM000102,493,3,,
274,ECOM000102,271,2,68.24,136.48
275,ECOM000102,385,3,163.12,489.36
276,ECOM000103,122,4,107.79,431.16
277,ECOM000103,128,3,,
278,ECOM000104,91,1,185.71,185.71
279,ECOM000104,62,4,183.07,732.28
280,ECOM000104,314,3,120.97,362.91
281,ECOM000105,216,1,175.44,175.44
282,ECOM000105,295,3,98.04,294.12
283,ECOM000105,265,4,195.53,782.12
284,ECOM000106,6,1,150.88,150.88
285,ECOM000106,453,4,156.97,627.88
286,ECOM000106,412,3,162.45,487.35
287,ECOM000107,495,2,150.35,300.7
288,ECOM000107,38,1,125.55,125.55
289,ECOM000107,398,4,75.1,300.4
290,ECOM000108,32,2,184.87,369.74
291,ECOM000108,273,1,29.78,29.78
292,ECOM000108,3,3,29.34,88.02
293,ECOM000109,154,1,198.09,198.09
294,ECOM000109,61,1,105.61,105.61
295,ECOM000109,254,2,74.2,148.4
296,ECOM000110,379,4,20.77,83.08
297,ECOM000110,366,1,119.82,119.82
298,ECOM000110,334,3,185.84,557.52
299,ECOM000111,241,2,174.49,348.98
300,ECOM000111,160,3,134.0,402.0
301,ECOM000112,137,2,135.34,270.68
302,ECOM000112,377,4,153.93,615.72
303,ECOM000112,439,3,85.36,256.08
304,ECOM000113,353,2,158.85,317.7
305,ECOM000113,29,3,16.83,50.49
306,ECOM000113,364,3,195.86,587.58
307,ECOM000114,153,2,67.36,134.72
308,ECOM000114,408,2,128.5,257.0
309,ECOM000114,226,1,133.96,133.96
310,ECOM000115,232,3,167.64,502.92
311,ECOM000115,116,3,69.16,207.48
312,ECOM000115,251,4,192.97,771.88
313,ECOM000116,438,3,122.15,366.45
314,ECOM000116,123,3,25.69,77.07
315,ECOM000116,103,2,81.28,162.56
316,ECOM000117,313,4,191.71,766.84
317,ECOM000117,285,2,31.25,62.5
318,ECOM000118,118,4,44.02,176.08
319,ECOM000118,50,2,197.88,395.76
320,ECOM000118,114,4,66.43,265.72
321,ECOM000119,138,4,29.31,117.24
322,ECOM000119,398,2,37.29,74.58
323,ECOM000119,35,1,157.6,157.6
324,ECOM000120,173,2,83.63,167.26
325,ECOM000120,425,2,24.82,49.64
326,ECOM000121,229,2,90.36,180.72
327,ECOM000121,497,3,45.85,137.55
328,ECOM000121,115,3,18.54,55.62
329,ECOM000122,187,3,18.56,55.68
330,ECOM000122,376,2,88.08,176.16
331,ECOM000122,226,2,22.27,44.54
332,ECOM000123,201,2,171.44,342.88
333,ECOM000123,405,4,78.81,315.24
334,ECOM000124,461,2,187.04,374.08
335,ECOM000124,462,1,113.92,113.92
336,ECOM000125,442,2,195.96,391.92
337,ECOM000125,348,2,,
338,ECOM000125,23,4,22.96,91.84
339,ECOM000126,419,3,156.11,468.33
340,ECOM000126,246,2,169.44,338.88
341,ECOM000126,431,1,146.15,146.15
342,ECOM000127,147,2,155.57,311.14
343,ECOM000127,269,3,182.15,546.45
344,ECOM000127,349,2,97.04,194.08
345,ECOM000128,225,1,75.61,75.61
346,ECOM000128,493,2,49.41,98.82
347,ECOM000128,148,3,140.77,422.31
348,ECOM000129,277,4,158.38,633.52
349,ECOM000129,159,1,195.34,195.34
350,ECOM000129,156,2,87.24,174.48
351,ECOM000130,97,3,159.88,479.64
352,ECOM000130,323,3,65.74,197.22
353,ECOM000130,488,4,190.32,761.28
354,ECOM000131,410,1,38.29,38.29
355,ECOM000131,77,2,103.04,206.08
356,ECOM000132,316,3,121.54,364.62
357,ECOM000132,154,1,42.28,42.28
358,ECOM000132,356,1,135.01,135.01
359,ECOM000133,408,3,179.11,537.33
360,ECOM000133,145,1,58.41,58.41
361,ECOM000134,115,2,182.71,365.42
362,ECOM000134,14,2,151.0,302.0
363,ECOM000135,143,3,37.29,111.87
364,ECOM000135,358,2,175.49,350.98
365,ECOM000136,450,3,37.55,112.65
366,ECOM000136,412,1,177.94,177.94
367,ECOM000137,124,4,50.58,202.32
368,ECOM000137,169,1,160.46,160.46
369,ECOM000138,319,4,,
370,ECOM000138,188,2,84.29,168.58
371,ECOM000139,384,2,178.77,357.54
372,ECOM000139,28,1,166.73,166.73
373,ECOM000139,477,3,77.47,232.41
374,ECOM000140,241,2,77.77,155.54
375,ECOM000140,98,1,190.26,190.26
376,ECOM000140,355,1,152.17,152.17
377,ECOM000141,262,2,87.52,175.04
378,ECOM000141,128,2,59.15,118.30
379,ECOM000141,457,3,19.21,57.63
380,ECOM000142,292,2,118.41,236.82
381,ECOM000142,313,4,38.46,153.84
382,ECOM000142,127,3,164.52,493.56
383,ECOM000143,1,4,47.93,191.72
384,ECOM000143,499,1,83.55,83.55
385,ECOM000144,431,2,122.1,244.2
386,ECOM000144,298,2,69.44,138.88
387,ECOM000145,364,4,153.66,614.64
388,ECOM000145,442,3,98.71,296.13
389,ECOM000145,221,3,189.68,569.04
390,ECOM000146,302,4,154.31,617.24
391,ECOM000146,489,4,131.85,527.4
392,ECOM000146,29,4,142.39,569.56
393,ECOM000147,275,3,87.82,263.46
394,ECOM000147,197,4,42.72,170.88
395,ECOM000147,201,2,184.97,369.94
396,ECOM000148,478,2,70.98,141.96
397,ECOM000148,311,4,181.12,724.48
398,ECOM000148,357,1,69.97,69.97
399,ECOM000149,174,3,20.37,61.11
400,ECOM000149,187,4,151.82,607.28
401,ECOM000149,110,1,173.92,173.92
402,ECOM000150,432,4,47.99,191.96
403,ECOM000150,295,1,134.42,134.42
404,ECOM000150,17,4,35.2,140.8
405,ECOM000151,212,3,72.93,218.79
406,ECOM000151,482,4,82.84,331.36
407,ECOM000151,107,3,24.83,74.49
408,ECOM000152,243,2,82.43,164.86
409,ECOM000152,65,2,17.33,34.66
410,ECOM000152,252,4,180.78,723.12
411,ECOM000153,266,1,104.09,104.09
412,ECOM000153,337,1,25.8,25.8
413,ECOM000153,451,3,43.14,129.42
414,ECOM000154,481,2,30.08,60.16
415,ECOM000154,120,1,98.6,98.6
416,ECOM000154,492,2,16.39,32.78
417,ECOM000155,103,3,99.26,297.78
418,ECOM000155,254,4,158.88,635.52
419,ECOM000156,451,2,59.76,119.52
420,ECOM000156,155,1,125.47,125.47
421,ECOM000157,77,3,47.4,142.2
422,ECOM000157,10,4,43.09,172.36
423,ECOM000158,31,2,168.83,337.66
424,ECOM000158,216,3,122.19,366.57
425,ECOM000158,100,4,162.25,649.0
426,ECOM000159,463,4,145.64,582.56
427,ECOM000159,133,3,57.54,172.62
428,ECOM000159,265,3,185.05,555.15
429,ECOM000160,500,3,93.36,280.08
430,ECOM000160,388,2,18.82,37.64
431,ECOM000161,229,4,189.07,756.28
432,ECOM000161,50,4,40.4,161.6
433,ECOM000161,15,2,35.04,70.08
434,ECOM000162,40,4,92.83,371.32
435,ECOM000162,28,1,97.76,97.76
436,ECOM000162,302,2,23.55,47.1
437,ECOM000163,246,3,68.62,205.86
438,ECOM000163,125,3,172.26,516.78
439,ECOM000163,111,2,26.64,53.28
440,ECOM000164,482,4,109.85,439.4
441,ECOM000164,37,1,139.41,139.41
442,ECOM000165,105,4,168.4,673.6
443,ECOM000165,322,2,46.39,92.78
444,ECOM000166,118,3,96.47,289.41
445,ECOM000166,422,4,94.92,379.68
446,ECOM000166,409,3,115.71,347.13
447,ECOM000167,381,3,62.16,186.48
448,ECOM000167,197,4,100.63,402.52
449,ECOM000167,182,4,161.22,644.88
450,ECOM000168,337,3,127.46,382.38
451,ECOM000168,112,4,17.62,70.48
452,ECOM000168,39,2,195.1,390.2
453,ECOM000169,71,2,62.97,125.94
454,ECOM000169,304,4,168.62,674.48
455,ECOM000169,85,4,88.94,355.76
456,ECOM000170,359,2,57.13,114.26
457,ECOM000170,74,3,160.16,480.48
458,ECOM000170,383,2,98.12,196.24
459,ECOM000171,42,4,50.37,201.48
460,ECOM000171,490,2,155.62,311.24
461,ECOM000171,339,1,68.73,68.73
462,ECOM000172,85,1,67.94,67.94
463,ECOM000172,419,1,51.38,51.38
464,ECOM000172,412,2,40.03,80.06
465,ECOM000173,86,4,115.91,463.64
466,ECOM000173,137,1,184.79,184.79
467,ECOM000173,410,2,53.16,106.32
468,ECOM000174,451,4,157.7,630.8
469,ECOM000174,278,2,152.56,305.12
470,ECOM000174,111,4,171.85,687.4
471,ECOM000175,248,1,168.49,168.49
472,ECOM000175,63,3,165.89,497.67
473,ECOM000175,142,1,108.9,108.9
474,ECOM000176,224,2,149.51,299.02
475,ECOM000176,227,2,127.8,255.60
476,ECOM000176,101,4,59.7,238.8
477,ECOM000177,184,1,134.33,134.33
478,ECOM000177,8,4,67.44,269.76
479,ECOM000177,431,4,134.64,538.56
480,ECOM000178,187,4,38.97,155.88
481,ECOM000178,451,2,66.96,133.92
482,ECOM000178,259,1,184.72,184.72
483,ECOM000179,160,2,62.44,124.88
484,ECOM000179,140,2,159.98,319.96
485,ECOM000179,82,3,166.73,500.19
486,ECOM000180,214,1,90.94,90.94
487,ECOM000180,67,2,55.34,110.68
488,ECOM000181,386,2,91.66,183.32
489,ECOM000181,433,4,76.11,304.44
490,ECOM000181,136,1,144.69,144.69
491,ECOM000182,232,4,55.5,222.0
492,ECOM000182,272,2,80.62,161.24
493,ECOM000183,354,3,144.8,434.4
494,ECOM000183,174,3,100.29,300.87
495,ECOM000183,321,3,21.89,65.67
496,ECOM000184,442,1,131.7,131.7
497,ECOM000184,238,2,52.0,104.0
498,ECOM000184,127,3,106.68,320.04
499,ECOM000185,385,3,107.38,322.14
500,ECOM000185,322,4,146.1,584.4
501,ECOM000185,418,4,160.51,642.04
502,ECOM000186,31,2,21.62,43.24
503,ECOM000186,11,3,102.98,308.94
504,ECOM000186,358,1,68.38,68.38
505,ECOM000187,407,2,89.1,178.2
506,ECOM000187,287,1,177.18,177.18
507,ECOM000187,205,3,96.81,290.43
508,ECOM000188,351,3,144.4,433.2
509,ECOM000188,357,1,176.14,176.14
510,ECOM000189,194,3,45.44,136.32
511,ECOM000189,401,4,117.34,469.36
512,ECOM000189,27,1,59.32,59.32
513,ECOM000190,204,1,174.74,174.74
514,ECOM000190,202,2,17.28,34.56
515,ECOM000190,298,1,110.15,110.15
516,ECOM000191,129,2,37.6,75.2
517,ECOM000191,250,2,38.45,76.9
518,ECOM000192,279,3,150.12,450.36
519,ECOM000192,194,2,135.93,271.86
520,ECOM000193,396,2,92.44,184.88
521,ECOM000193,222,2,190.58,381.16
522,ECOM000193,488,3,105.8,317.4
523,ECOM000194,148,4,26.23,104.92
524,ECOM000194,399,4,181.21,724.84
525,ECOM000194,227,2,139.66,279.32
526,ECOM000195,163,4,44.29,177.16
527,ECOM000195,276,3,196.14,588.42
528,ECOM000195,182,4,138.33,553.32
529,ECOM000196,474,1,37.95,37.95
530,ECOM000196,161,2,146.06,292.12
531,ECOM000196,156,1,108.5,108.50
532,ECOM000197,141,1,69.86,69.86
533,ECOM000197,296,1,194.2,194.2
534,ECOM000197,93,1,174.58,174.58
535,ECOM000198,409,1,195.51,195.51
536,ECOM000198,215,4,62.15,248.6
537,ECOM000199,457,2,119.74,239.48
538,ECOM000199,250,3,106.15,318.45
539,ECOM000199,234,1,168.91,168.91
540,ECOM000200,84,2,148.99,297.98
541,ECOM000200,352,1,20.85,20.85
542,ECOM000200,203,4,34.33,137.32
543,ECOM000201,194,1,170.67,170.67
544,ECOM000201,396,3,91.34,274.02
545,ECOM000202,385,1,90.44,90.44
546,ECOM000202,215,2,195.46,390.92
547,ECOM000202,50,2,104.14,208.28
548,ECOM000203,492,2,161.91,323.82
549,ECOM000203,359,1,187.76,187.76
550,ECOM000204,27,4,145.55,582.2
551,ECOM000204,478,2,199.64,399.28
552,ECOM000204,183,3,56.1,168.3
553,ECOM000205,454,2,157.01,314.02
554,ECOM000205,388,2,57.09,114.18
555,ECOM000206,324,2,136.01,272.02
556,ECOM000206,351,4,139.97,559.88
557,ECOM000206,206,1,162.69,162.69
558,ECOM000207,78,4,183.96,735.84
559,ECOM000207,82,1,113.9,113.9
560,ECOM000207,108,3,147.33,441.99
561,ECOM000208,426,3,129.28,387.84
562,ECOM000208,171,4,183.3,733.2
563,ECOM000209,235,2,150.28,300.56
564,ECOM000209,377,1,154.93,154.93
565,ECOM000209,65,2,180.83,361.66
566,ECOM000210,63,4,126.57,506.28
567,ECOM000210,119,2,98.52,197.04
568,ECOM000210,351,1,66.94,66.94
569,ECOM000211,171,4,197.44,789.76
570,ECOM000211,366,1,30.18,30.18
571,ECOM000211,281,4,29.89,119.56
572,ECOM000212,116,1,163.71,163.71
573,ECOM000212,375,4,192.75,771.0
574,ECOM000212,394,1,175.06,175.06
575,ECOM000213,143,3,46.68,140.04
576,ECOM000213,499,3,21.37,64.11
577,ECOM000213,83,2,127.02,254.04
578,ECOM000214,337,3,63.58,190.74
579,ECOM000214,114,4,174.72,698.88
580,ECOM000215,320,3,51.78,155.34
581,ECOM000215,221,1,29.79,29.79
582,ECOM000215,190,1,183.99,183.99
583,ECOM000216,320,1,72.89,72.89
584,ECOM000216,412,4,52.89,211.56
585,ECOM000216,270,1,36.46,36.46
586,ECOM000217,234,3,85.02,255.06
587,ECOM000217,299,3,149.86,449.58
588,ECOM000217,472,4,21.37,85.48
589,ECOM000218,150,3,100.19,300.57
590,ECOM000218,436,2,97.97,195.94
591,ECOM000219,300,2,81.22,162.44
592,ECOM000219,134,3,68.31,204.93
593,ECOM000220,23,4,197.65,790.6
594,ECOM000220,27,3,191.54,574.62
595,ECOM000221,127,3,83.07,249.21
596,ECOM000221,76,3,37.74,113.22
597,ECOM000222,271,1,196.44,196.44
598,ECOM000222,300,2,51.77,103.54
599,ECOM000223,417,1,144.97,144.97
600,ECOM000223,3,1,178.06,178.06
601,ECOM000224,57,3,196.6,589.8
602,ECOM000224,179,4,174.39,697.56
603,ECOM000224,129,1,100.47,100.47
604,ECOM000225,72,3,121.8,365.4
605,ECOM000225,496,1,23.8,23.8
606,ECOM000225,154,2,103.98,207.96
607,ECOM000226,85,2,175.6,351.2
608,ECOM000226,321,1,173.47,173.47
609,ECOM000227,226,1,191.98,191.98
610,ECOM000227,248,2,197.07,394.14
611,ECOM000227,244,2,151.8,303.6
612,ECOM000228,105,4,140.34,561.36
613,ECOM000228,384,1,54.19,54.19
614,ECOM000228,484,4,47.47,189.88
615,ECOM000229,205,2,189.35,378.7
616,ECOM000229,416,3,119.58,358.74
617,ECOM000229,77,3,92.64,277.92
618,ECOM000230,314,3,58.64,175.92
619,ECOM000230,479,4,183.78,735.12
620,ECOM000230,134,1,172.42,172.42
621,ECOM000231,8,2,97.81,195.62
622,ECOM000231,246,2,112.88,225.76
623,ECOM000232,220,2,199.87,399.74
624,ECOM000232,422,3,79.02,237.06
625,ECOM000232,390,1,101.25,101.25
626,ECOM000233,17,3,73.1,219.3
627,ECOM000233,125,4,101.31,405.24
628,ECOM000233,34,4,37.93,151.72
629,ECOM000234,465,2,31.66,63.32
630,ECOM000234,76,2,169.15,338.30
631,ECOM000234,476,4,112.68,450.72
632,ECOM000235,11,4,137.43,549.72
633,ECOM000235,6,4,18.45,73.8
634,ECOM000235,261,4,77.88,311.52
635,ECOM000236,319,3,179.34,538.02
636,ECOM000236,404,1,,
637,ECOM000236,24,3,50.07,150.21
638,ECOM000237,224,2,130.76,261.52
639,ECOM000237,419,2,81.43,162.86
640,ECOM000238,456,4,19.8,79.2
641,ECOM000238,258,3,106.29,318.87
642,ECOM000238,178,2,34.76,69.52
643,ECOM000239,227,2,142.84,285.68
644,ECOM000239,175,3,90.42,271.26
645,ECOM000239,310,4,108.45,433.8
646,ECOM000240,460,2,188.06,376.12
647,ECOM000240,20,3,59.77,179.31
648,ECOM000240,356,3,128.03,384.09
649,ECOM000241,313,4,118.41,473.64
650,ECOM000241,468,2,71.26,142.52
651,ECOM000242,211,4,131.55,526.2
652,ECOM000242,344,3,64.11,192.33
653,ECOM000242,104,4,,
654,ECOM000243,293,2,47.2,94.4
655,ECOM000243,274,3,88.41,265.23
656,ECOM000243,219,1,21.17,21.17
657,ECOM000244,150,2,125.54,251.08
658,ECOM000244,23,3,63.02,189.06
659,ECOM000245,237,2,106.55,213.1
660,ECOM000245,326,1,180.51,180.51
661,ECOM000246,435,4,20.82,83.28
662,ECOM000246,425,2,157.58,315.16
663,ECOM000247,35,1,190.2,190.2
664,ECOM000247,186,3,39.88,119.64
665,ECOM000248,368,4,39.66,158.64
666,ECOM000248,329,4,185.75,743.0
